date,open,high,low,close,volume
2024-06-26,14.773,15.233,14.613,15.203,124404.0
2024-06-27,15.183,15.253,14.943,14.963,85076.0
2024-06-28,14.943,15.793,14.893,15.593,225873.0
2024-07-01,15.573,15.823,15.503,15.753,120107.0
2024-07-02,15.713,15.803,15.553,15.623,80762.0
2024-07-03,15.583,15.673,15.423,15.423,73618.0
2024-07-04,15.453,15.603,15.123,15.133,82556.0
2024-07-05,15.073,15.183,14.853,15.053,82502.0
2024-07-08,14.953,15.043,14.673,14.733,86234.0
2024-07-09,14.663,15.693,14.623,15.653,195663.0
2024-07-10,15.583,15.743,15.443,15.543,122322.0
2024-07-11,15.773,15.843,15.463,15.673,154230.0
2024-07-12,15.641,15.661,15.481,15.541,84655.0
2024-07-15,15.551,15.551,15.201,15.241,86650.0
2024-07-16,15.241,15.641,15.121,15.551,102713.0
2024-07-17,15.481,15.671,15.231,15.231,98522.0
2024-07-18,15.131,15.181,14.721,15.041,125787.0
2024-07-19,14.971,15.271,14.891,15.101,102295.0
2024-07-22,15.061,15.311,14.921,15.181,109681.0
2024-07-23,15.201,15.221,14.821,14.831,95313.0
2024-07-24,14.821,15.241,14.791,14.931,137675.0
2024-07-25,14.821,14.891,14.531,14.571,139204.0
2024-07-26,14.641,14.951,14.541,14.851,97218.0
2024-07-29,14.821,15.161,14.751,15.031,89498.0
2024-07-30,14.961,15.171,14.841,15.011,73997.0
2024-07-31,14.971,15.481,14.971,15.461,145077.0
2024-08-01,15.511,15.701,15.421,15.441,120877.0
2024-08-02,15.341,15.451,14.981,15.001,124119.0
2024-08-05,14.851,14.971,14.421,14.441,183792.0
2024-08-06,14.621,14.671,14.271,14.411,124337.0
2024-08-07,14.541,15.001,14.521,14.741,181141.0
2024-08-08,14.921,15.291,14.531,14.611,143306.0
2024-08-09,14.671,14.751,14.441,14.441,97333.0
2024-08-12,14.371,14.451,14.181,14.261,70258.0
2024-08-13,14.261,14.401,14.231,14.401,52142.0
2024-08-14,14.421,14.471,14.251,14.251,44920.0
2024-08-15,14.191,14.481,14.131,14.291,78343.0
2024-08-16,14.381,14.431,14.251,14.281,53401.0
2024-08-19,14.271,14.551,14.201,14.431,83743.0
2024-08-20,14.401,14.451,14.141,14.191,73798.0
2024-08-21,14.141,14.281,14.091,14.121,54148.0
2024-08-22,14.121,14.161,13.831,13.831,72297.0
2024-08-23,13.841,14.281,13.821,14.201,91210.0
2024-08-26,14.291,14.411,14.171,14.291,87601.0
2024-08-27,14.271,14.281,13.861,13.991,88393.0
2024-08-28,13.991,14.061,13.821,13.871,75492.0
2024-08-29,13.821,14.061,13.681,13.971,104901.0
2024-08-30,13.951,14.491,13.901,14.271,146301.0
2024-09-02,14.291,14.341,13.861,13.871,107045.0
2024-09-03,13.881,14.001,13.801,13.991,88574.0
2024-09-04,13.871,14.121,13.821,14.071,85773.0
2024-09-05,14.061,14.271,14.051,14.141,68013.0
2024-09-06,14.091,14.231,13.821,13.821,76918.0
2024-09-09,13.741,13.821,13.431,13.561,117927.0
2024-09-10,13.591,13.991,13.401,13.921,113307.0
2024-09-11,13.821,13.961,13.801,13.901,62388.0
2024-09-12,13.991,14.071,13.831,13.851,54063.0
2024-09-13,13.821,13.961,13.801,13.811,50334.0
2024-09-18,13.811,13.861,13.531,13.831,54979.0
2024-09-19,13.921,14.371,13.701,14.121,158782.0
2024-09-20,14.071,14.291,14.001,14.201,141989.0
2024-09-23,14.471,14.741,14.281,14.601,248136.0
2024-09-24,14.531,14.761,14.241,14.701,263449.0
2024-09-25,14.741,15.051,14.631,14.651,244696.0
2024-09-26,14.611,15.041,14.571,15.041,188896.0
2024-09-27,15.271,15.651,15.151,15.571,203767.0
2024-09-30,16.301,17.051,16.141,16.981,525180.0
2024-10-08,18.701,18.701,17.171,18.331,649516.0
2024-10-09,18.121,18.121,16.821,16.931,476926.0
2024-10-10,17.191,17.531,16.571,16.841,331471.0
2024-10-11,16.811,16.901,15.921,16.131,234805.0
2024-10-14,16.141,16.541,15.851,16.541,242847.0
2024-10-15,16.441,16.771,16.151,16.151,215651.0
2024-10-16,15.921,16.221,15.871,15.981,151445.0
2024-10-17,16.121,16.611,16.051,16.201,249116.0
2024-10-18,16.211,17.091,16.211,16.821,378769.0
2024-10-21,17.011,17.311,16.791,17.131,358352.0
2024-10-22,17.231,17.351,16.931,17.061,259224.0
2024-10-23,16.941,17.491,16.931,17.281,303808.0
2024-10-24,17.491,18.501,17.391,18.141,876915.0
2024-10-25,18.141,18.151,17.591,17.981,521321.0
2024-10-28,17.981,18.421,17.581,18.061,492583.0
2024-10-29,17.931,18.571,17.811,18.351,534366.0
2024-10-30,18.221,19.231,18.111,19.011,618404.0
2024-10-31,19.151,20.051,18.941,18.991,809383.0
2024-11-01,18.621,18.771,18.011,18.161,545695.0
2024-11-04,18.001,19.001,18.001,18.581,370804.0
2024-11-05,18.701,19.141,18.491,19.031,411519.0
2024-11-06,19.041,19.181,18.741,18.881,430367.0
2024-11-07,18.621,19.011,18.541,18.881,337530.0
2024-11-08,19.021,19.721,18.971,19.431,641667.0
2024-11-11,19.591,21.251,19.421,20.721,884570.0
2024-11-12,20.731,20.771,19.801,20.031,527539.0
2024-11-13,19.701,20.201,19.601,19.831,311703.0
2024-11-14,19.881,19.881,19.061,19.101,296538.0
2024-11-15,19.021,19.311,18.581,18.601,307576.0
2024-11-18,18.611,18.781,17.951,18.181,273318.0
2024-11-19,17.981,18.401,17.801,18.331,294612.0
2024-11-20,18.341,18.751,18.271,18.721,248991.0
2024-11-21,18.801,18.801,18.401,18.591,226021.0
2024-11-22,18.591,18.671,17.781,17.801,231974.0
2024-11-25,17.861,17.981,17.131,17.401,230372.0
2024-11-26,17.521,17.961,17.421,17.521,175611.0
2024-11-27,17.361,18.011,17.151,18.001,204407.0
2024-11-28,18.001,18.111,17.721,17.751,163219.0
2024-11-29,17.741,18.221,17.641,18.051,187638.0
2024-12-02,18.201,18.361,17.821,18.351,197369.0
2024-12-03,18.601,18.741,18.141,18.411,214889.0
2024-12-04,18.441,18.521,17.971,18.051,159668.0
2024-12-05,18.011,18.261,17.931,18.111,118282.0
2024-12-06,18.141,18.371,17.981,18.211,172488.0
2024-12-09,18.201,18.261,17.831,18.001,137511.0
2024-12-10,18.511,18.581,18.031,18.101,192626.0
2024-12-11,18.051,18.411,18.051,18.391,166907.0
2024-12-12,18.421,18.651,18.221,18.491,172347.0
2024-12-13,18.361,18.441,18.001,18.051,200816.0
2024-12-16,18.001,18.431,17.961,18.081,156697.0
2024-12-17,18.021,18.821,18.021,18.141,368690.0
2024-12-18,18.041,18.821,17.831,18.531,380475.0
2024-12-19,18.321,19.861,18.261,19.711,837091.0
2024-12-20,19.321,19.641,19.011,19.371,535414.0
2024-12-23,19.321,19.671,18.831,18.841,396370.0
2024-12-24,18.901,19.181,18.561,18.901,348759.0
2024-12-25,19.121,19.561,18.841,19.021,410027.0
2024-12-26,18.911,20.021,18.631,19.871,734715.0
2024-12-27,19.821,19.821,19.271,19.331,504109.0
2024-12-30,19.361,19.781,19.091,19.681,517801.0
2024-12-31,19.731,19.811,19.201,19.281,380865.0
2025-01-02,19.061,19.081,17.671,17.871,493994.0
2025-01-03,17.911,17.951,17.001,17.071,310603.0
2025-01-06,16.891,17.471,16.881,17.031,194124.0
2025-01-07,17.101,18.401,17.031,18.231,396210.0
2025-01-08,18.201,18.411,17.631,18.241,332580.0
2025-01-09,18.111,18.861,18.051,18.571,339024.0
2025-01-10,18.451,18.741,18.001,18.001,277192.0
2025-01-13,17.731,18.041,17.521,17.711,181899.0
2025-01-14,17.771,18.981,17.551,18.941,388638.0
2025-01-15,18.881,19.151,18.831,18.891,218358.0
2025-01-16,19.001,19.191,18.601,18.891,278867.0
2025-01-17,18.731,19.141,18.701,19.011,237464.0
2025-01-20,19.111,19.221,18.941,19.021,198416.0
2025-01-21,19.201,19.401,19.021,19.241,239177.0
2025-01-22,19.171,19.371,19.061,19.171,210687.0
2025-01-23,19.371,19.771,18.971,18.981,293320.0
2025-01-24,18.821,19.821,18.821,19.821,524621.0
2025-01-27,19.631,19.711,18.721,18.721,373454.0
2025-02-05,19.131,19.391,18.881,19.191,314961.0
2025-02-06,19.071,19.871,18.941,19.761,360821.0
2025-02-07,19.761,20.601,19.641,20.261,532756.0
2025-02-10,21.221,21.621,20.771,20.901,679933.0
2025-02-11,21.301,22.041,20.981,21.211,767742.0
2025-02-12,20.921,21.781,20.921,21.491,608920.0
2025-02-13,21.431,23.661,20.971,22.791,1219728.0
2025-02-14,22.621,25.091,22.551,25.091,1300452.0
2025-02-17,26.531,27.411,24.451,24.761,1938225.0
2025-02-18,24.321,25.771,24.321,25.211,1288276.0
2025-02-19,24.731,27.751,24.021,27.751,1019256.0
2025-02-20,28.281,29.151,27.021,27.311,1778161.0
2025-02-21,27.401,29.051,26.821,28.481,1508130.0
2025-02-24,29.021,29.021,27.431,27.791,1101131.0
2025-02-25,26.161,26.821,25.771,25.921,1058279.0
2025-02-26,26.161,26.221,25.031,25.581,941116.0
2025-02-27,25.521,25.741,24.451,25.151,823900.0
2025-02-28,24.851,25.571,24.161,24.321,657344.0
2025-03-03,24.621,24.691,23.401,23.881,562739.0
2025-03-04,23.401,24.041,23.381,23.871,377234.0
2025-03-05,24.211,24.771,24.071,24.671,763806.0
2025-03-06,25.121,25.721,24.621,25.431,827935.0
2025-03-07,25.721,26.131,24.321,24.501,784586.0
2025-03-10,24.421,24.621,23.901,24.221,430468.0
2025-03-11,24.231,24.361,23.771,23.981,335657.0
2025-03-12,24.191,25.101,24.061,24.671,646307.0
2025-03-13,24.651,24.851,23.521,23.841,455426.0
2025-03-14,23.821,24.171,23.441,23.931,394673.0
2025-03-17,24.101,24.961,23.731,24.661,527944.0
2025-03-18,24.671,25.001,24.401,24.811,391934.0
2025-03-19,24.791,24.801,24.021,24.061,322898.0
2025-03-20,24.071,24.241,23.671,23.681,293206.0
2025-03-21,23.431,23.531,22.861,22.961,347682.0
2025-03-24,23.041,23.161,22.121,22.551,294897.0
2025-03-25,22.771,22.811,22.141,22.241,203939.0
2025-03-26,22.201,22.791,22.171,22.441,187438.0
2025-03-27,22.301,22.771,22.241,22.371,179656.0
2025-03-28,22.241,22.581,22.131,22.151,131887.0
2025-03-31,21.921,22.561,21.491,22.391,260772.0
2025-04-01,22.471,22.541,22.141,22.191,152798.0
2025-04-02,22.121,22.481,22.061,22.351,133655.0
2025-04-03,22.541,23.021,22.531,22.771,345105.0
2025-04-07,20.891,21.491,20.481,20.481,202916.0
2025-04-08,20.071,20.481,18.971,19.551,435439.0
2025-04-09,19.021,20.531,18.511,20.381,396192.0
2025-04-10,21.061,21.371,20.701,20.861,298615.0
2025-04-11,20.671,21.481,20.611,21.201,226063.0
2025-04-14,21.771,21.771,21.181,21.221,189483.0
2025-04-15,21.231,21.261,20.861,21.091,115720.0
2025-04-16,21.131,21.911,21.021,21.221,292394.0
2025-04-17,21.091,21.761,21.021,21.181,227554.0
2025-04-18,21.021,21.921,21.001,21.791,342004.0
2025-04-21,22.081,22.091,21.521,21.791,300524.0
2025-04-22,21.561,21.721,21.231,21.251,212639.0
2025-04-23,21.331,21.871,21.241,21.501,255677.0
2025-04-24,21.341,21.431,20.841,21.001,194425.0
2025-04-25,21.021,21.511,20.991,21.301,186974.0
2025-04-28,21.301,21.701,21.121,21.141,169548.0
2025-04-29,21.121,21.601,20.981,21.501,188339.0
2025-04-30,21.291,21.421,20.221,21.181,343790.0
2025-05-06,21.371,22.211,21.371,22.051,338729.0
2025-05-07,22.371,22.411,21.641,21.811,278028.0
2025-05-08,21.811,22.201,21.721,22.131,245541.0
2025-05-09,22.131,22.131,21.501,21.611,196334.0
2025-05-12,21.831,22.071,21.741,22.011,185490.0
2025-05-13,22.341,22.361,21.621,21.691,199117.0
2025-05-14,21.671,22.321,21.671,21.771,291536.0
2025-05-15,21.781,21.801,20.721,20.781,273755.0
2025-05-16,20.621,20.971,20.561,20.711,140233.0
2025-05-19,20.661,20.711,20.401,20.661,137031.0
2025-05-20,20.641,20.941,20.471,20.821,122610.0
2025-05-21,21.001,21.061,20.681,20.721,108831.0
2025-05-22,20.541,20.741,20.391,20.421,112834.0
2025-05-23,20.381,20.511,19.981,20.001,142629.0
2025-05-26,19.961,20.381,19.961,20.191,91734.0
2025-05-27,20.191,20.191,19.801,19.841,109584.0
2025-05-28,19.861,20.011,19.751,19.821,91274.0
2025-05-29,19.771,20.151,19.771,20.111,128141.0
2025-05-30,20.121,20.481,19.591,19.901,242553.0
2025-06-03,19.731,20.131,19.701,19.771,141005.0
2025-06-04,20.021,20.171,19.831,20.011,154749.0
2025-06-05,20.021,20.561,19.871,20.481,222668.0
2025-06-06,20.461,20.671,20.281,20.531,163589.0
2025-06-09,20.721,20.971,20.671,20.811,185420.0
2025-06-10,20.821,20.851,20.121,20.361,180387.0
2025-06-11,20.361,20.491,20.191,20.201,136864.0
2025-06-12,20.151,20.471,20.031,20.221,128671.0
2025-06-13,20.071,20.311,19.721,19.761,163874.0
2025-06-16,19.711,20.171,19.651,20.091,137822.0
2025-06-17,20.201,20.211,19.851,19.881,105639.0
2025-06-18,19.901,20.401,19.781,20.201,172941.0
2025-06-19,20.251,20.511,19.981,20.041,151292.0
2025-06-20,20.01,20.19,19.56,19.6,143230.0
2025-06-23,19.45,19.92,19.4,19.86,118767.0
2025-06-24,19.9,20.48,19.9,20.46,191477.0
2025-06-25,20.46,20.8,20.42,20.74,202159.0
2025-06-26,20.79,20.88,20.52,20.56,180247.0
2025-06-27,20.65,20.82,20.42,20.64,150057.0
2025-06-30,20.65,21.22,20.65,21.03,211620.0
2025-07-01,21.04,21.05,20.74,20.88,139296.0
2025-07-02,20.89,20.9,20.48,20.58,133800.0
2025-07-03,20.54,20.98,20.53,20.81,123823.0
2025-07-04,20.75,20.83,20.57,20.61,108826.0
2025-07-07,20.62,20.62,20.32,20.4,89989.0
2025-07-08,20.4,21.3,20.33,21.27,319850.0
2025-07-09,21.2,21.27,21.0,21.15,166279.0
2025-07-10,21.16,21.55,21.1,21.41,256357.0
2025-07-11,21.37,21.49,21.19,21.4,167130.0
2025-07-14,21.52,21.53,21.32,21.33,116451.0
2025-07-15,21.33,21.68,21.3,21.48,211000.0
2025-07-16,21.59,21.82,21.34,21.43,193888.0
2025-07-17,21.35,22.05,21.34,22.03,309626.0
2025-07-18,22.1,22.15,21.74,21.79,196481.0
2025-07-21,21.74,21.86,21.55,21.77,160215.0
2025-07-22,21.83,22.04,21.66,21.8,194086.0
2025-07-23,21.69,21.71,21.39,21.45,195458.0
2025-07-24,21.5,21.65,21.42,21.6,144242.0
2025-07-25,21.55,21.74,21.5,21.7,173417.0
2025-07-28,21.88,22.02,21.73,21.86,201630.0
2025-07-29,21.78,22.19,21.52,22.17,322598.0
2025-07-30,22.1,22.1,21.71,21.86,202621.0
2025-07-31,21.89,22.78,21.77,22.46,605127.0
2025-08-01,22.45,22.5,21.71,22.11,416912.0
2025-08-04,21.98,22.38,21.81,22.09,204788.0
2025-08-05,22.18,22.3,21.9,22.23,238520.0
2025-08-06,22.2,22.55,21.99,22.35,237945.0
2025-08-07,22.36,23.2,21.96,22.91,586852.0
2025-08-08,22.85,23.28,22.5,23.08,476666.0
2025-08-11,23.38,24.66,23.35,24.2,694503.0
2025-08-12,24.2,25.2,23.92,25.2,695942.0
2025-08-13,25.2,25.54,24.8,25.45,714134.0
2025-08-14,25.68,25.72,24.65,24.83,482583.0
2025-08-15,24.69,25.25,24.69,24.87,332138.0
2025-08-18,24.93,26.02,24.9,25.59,537353.0
2025-08-19,25.35,26.35,25.26,25.93,498701.0
2025-08-20,25.68,25.93,24.9,25.8,418997.0
2025-08-21,25.81,26.83,25.81,26.02,507780.0
2025-08-22,26.06,26.97,25.86,26.56,614650.0
2025-08-25,27.51,29.22,26.97,28.29,1153446.0
2025-08-26,27.75,27.93,26.98,27.09,899910.0
2025-08-27,27.06,27.63,26.38,26.55,624803.0
2025-08-28,26.38,28.2,26.36,28.0,884815.0
2025-08-29,27.8,27.89,27.2,27.43,559630.0
2025-09-01,27.52,28.04,26.85,27.16,575294.0
2025-09-02,26.99,27.25,25.4,25.68,664699.0
2025-09-03,25.62,26.22,25.41,25.64,437185.0
2025-09-04,25.83,26.05,23.53,24.07,577248.0
2025-09-05,24.28,24.62,23.83,24.54,393662.0
2025-09-08,24.46,24.63,23.95,24.4,367761.0
2025-09-09,24.38,24.56,23.98,24.23,262693.0
2025-09-10,24.39,24.56,24.0,24.28,244212.0
2025-09-11,24.42,25.45,24.25,25.4,580600.0
2025-09-12,25.15,25.9,25.15,25.53,389562.0
2025-09-15,25.4,25.47,24.91,24.97,329714.0
